,fecha_compra,px_compra,fecha_venta,px_venta,rendimiento,dias,resultados,rendimientoAcumulado
0,2003-08-18,9.126484870910645,2005-03-04,6.254144191741943,0.769600176594079,564,Ganador,0.769600176594079
1,2006-04-24,6.710906982421875,2011-09-30,15.775898933410645,2.7624156691693162,1985,Ganador,5.657971432582352
2,2012-03-02,24.12061882019043,2012-11-13,18.314453125,0.7921264247913048,256,Ganador,10.931926539836454
3,2014-01-17,26.817277908325195,2016-01-05,65.4225082397461,2.5340591084798123,718,Ganador,41.16813366982103
4,2017-01-20,80.46273040771484,2018-10-10,78.66722106933594,0.9899889000252416,628,Ganador,82.91411793772451
5,2019-04-12,84.96895599365234,2021-11-26,149.1454620361328,1.7761976467518246,959,Ganador,231.96217674796586
