Date,Open,High,Low,Close,Volume,Balance,OBV,cruce,rsi,sigma,OBV_osc,cruce_volumen,cruce_precio,cruce_50_200,cruce_20_100,rsi_media,OBV_media
2000-10-16,24.64984790311001,29.42609905582843,24.375350710425046,27.72421646118164,1609700,1609700,10597100,-0.20424172992619427,45.96411404410706,0.07024171985329115,-0.2007286631072254,1.4417827697240846,0.843980583610003,0.7957582700738057,0.7985963118161455,40.556095489550714,0.9981040252495237
2000-10-17,27.888916923886253,29.0692549433027,25.253743671235583,25.363542556762695,1246000,-1246000,9351100,-0.20860349226274777,43.167502078488575,0.07135313833535865,-0.6693599089187883,1.1107050213494263,0.7765815923186664,0.7913965077372522,0.7957874647672246,40.74482536755362,0.8810382176743177
2000-10-18,20.642195180994303,23.826363586573212,19.763803896696672,22.728374481201172,4511800,-4511800,4839300,-0.2129838380018877,40.287255206824675,0.07292805958259559,-2.3076283308613146,3.4467927439963026,0.7000458702752221,0.7870161619981123,0.7875316047535037,40.29474871638224,0.4581405795653946
2000-10-19,26.84582766943555,31.56717977489865,26.571330454001647,30.853487014770508,4830300,4830300,9669600,-0.21540731848250394,50.916567764454314,0.09256965876949125,-0.5829645619129438,3.2284217139648974,0.9527523761334559,0.7845926815174961,0.7990515022877743,41.2184562764363,0.9159529610754092
2000-10-20,28.053621455781137,37.057132059984866,27.669325271455367,33.26906967163086,2058600,2058600,11728200,-0.21617666459028206,53.50656154876421,0.09337337294318332,0.16630161700209223,1.3365189220071805,1.0272059880098465,0.7838233354097179,0.8151688864216584,42.56740539680738,1.1090566720375439
2000-10-23,34.69643954741649,36.672819015307304,33.15925551683475,34.25724411010742,1374500,1374500,13102700,-0.2161933851232184,54.5395271379149,0.0933956495028741,0.6508250712422369,0.8733527341119061,1.056749297124641,0.7838066148767816,0.8320659755888001,44.12128531233159,1.2361729292968937
2000-10-24,34.641547548218824,34.916044755415484,30.743687206026213,32.00637435913086,833100,-833100,12269600,-0.21756578011207928,51.7811175634097,0.09398880174987204,0.343069293260987,0.5318327194264812,0.9882193797627882,0.7824342198879207,0.8422713555430881,45.53356216337707,1.1563985277162514
2000-10-25,30.96328093692688,31.12797923978287,28.877102434084286,29.700593948364258,895400,-895400,11374200,-0.2196741388248642,49.10317690114444,0.09416646669542073,0.010485286629504672,0.5711989180775463,0.9189895383348945,0.7803258611751358,0.846393169236874,46.66864733139634,1.0714930673997232
2000-10-26,29.755488199730443,32.50045943586794,28.986896253611945,32.06126403808594,796800,796800,12171000,-0.2200888470740644,51.79012502958981,0.09396921458264089,0.2818148225212294,0.5154295731598847,0.9921255959317387,0.7799111529259356,0.8556888681847464,48.22199889487207,1.1449291613297472
2000-10-27,33.488657127306304,35.41013745428289,32.44556780694758,33.927852630615234,749800,749800,12920800,-0.2203502334519306,53.81929698682178,0.0937768421900464,0.5462131446153643,0.4843810059077945,1.0497795718947052,0.7796497665480694,0.8684404501091559,49.48752442615195,1.212396455367431
2000-10-30,32.829862825089705,33.15925944206385,30.963281995569556,31.347578048706055,539400,-539400,12381400,-0.22222569058959163,50.71331752235259,0.09408915493783747,0.3353890788993937,0.34915672243205714,0.9725190446026517,0.7777743094104084,0.8741660226382196,49.96244477397649,1.1600005096679513
2000-10-31,32.06126418158552,35.02583312988281,31.622068781837772,35.02583312988281,690500,690500,13071900,-0.2221454808521235,54.641332719093825,0.09451407470159662,0.5676155569511983,0.45081953834251187,1.0864842356571265,0.7778545191478765,0.8877948937022097,51.10982783803702,1.222369762200881
2000-11-01,32.9945647597313,35.46503965854645,31.73187758922577,35.135643005371094,619000,619000,13690900,-0.22111084901185085,54.754649305152284,0.09374198440560927,0.7736122603285782,0.41177722785450094,1.0889169358550326,0.7788891509881491,0.9003338067653439,52.55656724786978,1.276526628748828
2000-11-02,36.01402331366055,38.978592305943586,35.79442561052847,37.8806037902832,1045200,1045200,14736100,-0.21982189687968068,57.54544852644329,0.09417026286820583,1.1267660482646311,0.6857997716625329,1.1723127539370535,0.7801781031203193,0.9177737471867544,53.219455324068676,1.367677750727386
2000-11-03,37.99042584665839,39.033515573662015,34.86115666564751,35.245452880859375,851700,-851700,13884400,-0.21970951460469879,54.16906541877192,0.09465740654515516,0.7997009133124823,0.5597434262843473,1.0912803768902535,0.7802904853953012,0.927488766070085,53.285705711069454,1.2833117436186334
2000-11-06,35.68464258914653,37.93552004476961,35.46504478859793,36.17873764038086,762600,762600,14647000,-0.21899311426214185,55.150106585755644,0.0946362590857714,1.0759597883981862,0.5181357711397152,1.1195300087864093,0.7810068857378581,0.9383065229457906,53.346763655853536,1.3479640239841333
2000-11-07,36.01403233551782,36.01403233551782,32.7200659633668,33.21416091918945,682000,-682000,13965000,-0.21965663041673433,51.466461789137476,0.09556872411894816,0.7843881904420155,0.47852597161120114,1.0295068835778445,0.7803433695832657,0.9414392401497548,53.3152980784263,1.28082004767237
2000-11-08,33.17298897589956,34.367051880700245,30.633889695576258,30.743688583374023,509300,-509300,13455700,-0.22252881538272618,48.617927032964374,0.09627688277826169,0.5576949782344011,0.3832464199983445,0.9572977848119614,0.7774711846172738,0.9388421491139255,53.2667730916083,1.2307512469683295
2000-11-09,30.743680082235958,32.6651600873757,28.986898363251047,31.951467514038086,584500,584500,14040200,-0.2265414096205034,50.04089686418538,0.09620880538179533,0.8004184726010444,0.44626666819366984,1.000825254793089,0.7734585903794966,0.9393256126769638,53.09185027506785,1.2806286155124238
2000-11-10,31.51228387015206,31.51228387015206,29.096708103102078,29.590803146362305,429600,-429600,13610600,-0.23284915852879773,47.34336617115025,0.09593394682336322,0.585553989819386,0.3353656156566406,0.9355042145198106,0.7671508414712023,0.9345919346265423,52.4442571935007,1.2380591908107128
2000-11-13,26.57132605003371,30.304487561195476,26.57132605003371,29.261398315429688,1156000,-1156000,12454600,-0.23819930062027628,46.971448021231645,0.0959335494875361,0.04901499995580437,0.9186961825630511,0.9324375574470278,0.7618006993797237,0.9297400984710043,52.070070243388614,1.1305752402697056
2000-11-14,30.167234037618723,31.512269950124015,29.426091800115806,31.01817512512207,470600,470600,12925200,-0.24058779054247093,49.21129524631305,0.09631499423278504,0.2605954265086144,0.38588478395454007,0.9924466278703643,0.7594122094575291,0.9294849663710921,51.527066496110535,1.1707573700187308
2000-11-15,31.8416700648311,33.543552430365175,30.96327916649093,33.04945755004883,939900,939900,13865100,-0.24049406561597864,51.69462396948842,0.09679919885188328,0.6730310540390749,0.9029338866793475,1.058554467481705,0.7595059343840214,0.9339536999934086,51.22106396254414,1.2513292739355273
2000-11-16,31.841677698125142,32.720068807038935,30.469191590447334,30.68878936767578,920900,-920900,12944200,-0.24195610889725683,48.77703884235497,0.0968723367486497,0.25413706108214257,1.0892166487279265,0.9866215926998753,0.7580438911027432,0.9327291735760755,50.344222994135315,1.1632801693272634
2000-11-17,31.567180633544922,32.50047119140625,30.469191741943362,31.567180633544922,799200,799200,13743400,-0.24224677485716306,49.88487723405933,0.0969028725949822,0.6080611073648617,1.0213418530351437,1.0171591466278054,0.7577532251428369,0.9337383475953008,49.91580417566406,1.2276613539827175
2000-11-20,30.853487471171785,31.127984690666196,29.096705266407557,30.743688583374023,1047400,-1047400,12696000,-0.24318368650397126,48.84242363443723,0.09589925197800743,0.1265286192867603,1.3671041382505922,0.9940711790533697,0.7568163134960287,0.9328916347653776,49.28503588053222,1.1263893888015637
2000-11-21,30.743688128596947,31.23778311637797,30.304492583902707,30.853487014770508,429400,429400,13125400,-0.2442709981500626,48.992026191748316,0.09574049030884753,0.31702203887414254,0.5756340822564212,1.0006767016550517,0.7557290018499374,0.9325029921675673,49.037592320793294,1.1589908636333615
2000-11-22,30.743680327377593,31.40247347724997,30.386834037863387,30.414283752441406,535200,-535200,12590200,-0.24592184746543821,48.39610980779055,0.09556398137338099,0.0685090261529151,0.735215330723264,0.9902404262443868,0.7540781525345618,0.9312772127535599,49.01541059827592,1.1067288042385195
2000-11-24,30.96328617976262,33.81805724598187,30.74368840543806,33.54356002807617,249100,249100,12839300,-0.2464243715987361,52.71013561040876,0.09229780909083037,0.16830425375288294,0.35557014695281663,1.0952962438116818,0.7535756284012639,0.9374147252428686,49.282334472898256,1.122026413277617
2000-11-27,33.92786311796624,36.27481481423332,33.8729636630828,34.1474609375,888500,888500,13727800,-0.24514201481448372,53.49981919129679,0.08939712080786315,0.5602370828675224,1.2558303886925795,1.1154152889231919,0.7548579851855163,0.9443438173757487,49.897979774912905,1.1891790750636915
2000-11-28,34.037655217306956,34.037655217306956,30.304493032182965,30.743688583374023,425300,-425300,13302500,-0.24450420342134038,48.67721135521222,0.09043025733900593,0.36018782039592373,0.6060174267414273,1.007085657455971,0.7554957965786596,0.9428859457760079,50.068556108310965,1.1452358832943295
2000-11-29,30.79858901652884,31.731879592787287,28.38301340738932,30.963287353515625,593600,593600,13896100,-0.2434361305078825,48.989484857621484,0.09027110993085304,0.6162365221128728,0.8517110266159695,1.0164361032873466,0.7565638694921175,0.9421871001167141,50.0463750694418,1.1876169094714417
2000-11-30,29.53589556017292,29.59079499429964,26.022331776063133,26.845823287963867,1587100,-1587100,12309000,-0.24424001675538454,43.737157871714395,0.09196241791614648,-0.11000141237617968,2.129320927611675,0.8859657826404908,0.7557599832446155,0.9322694724633999,49.250628459664405,1.0444085325012231
2000-12-01,27.4497153053821,33.21415551951234,27.339916444160572,31.182876586914062,1645100,1645100,13954100,-0.24204070863209115,49.71480602722454,0.09403351259405154,0.6250064972711081,2.1217514670793833,1.0300303030674178,0.7579592913679088,0.9334678841130575,49.34440517815136,1.1778926811891786
2000-12-04,31.29267748664407,35.73953165579876,31.237778052456974,35.46503448486328,1603600,1603600,15557700,-0.2382566637354704,54.71521270815133,0.09557981631878842,1.3159720786959785,1.9725811709279226,1.168807566542819,0.7617433362645296,0.9444450325154393,49.827438725560555,1.3093704439312608
2000-12-05,37.55120952053542,46.609615325927734,37.55120952053542,46.609615325927734,3443200,3443200,19000900,-0.22824368316084342,64.41056767612176,0.10640588293728125,2.664697195365115,3.635998838406505,1.518674596987369,0.7717563168391566,0.9794287394834688,51.38425312972902,1.5879101910508115
2000-12-06,45.45672562714595,48.6408923981296,42.547055991591925,43.09605026245117,2717600,-2717600,16283300,-0.21985244064796905,60.13770543247593,0.10684809840609294,1.4630671376806121,2.591262973716454,1.3926338209322469,0.780147559352031,1.0022549216625656,52.49882105380177,1.355024871067802
2000-12-07,39.58248851199945,43.37054913242658,39.527589082717896,42.16276168823242,1367300,-1367300,14916000,-0.21113113944665307,59.042561258433885,0.10702180128222039,0.874915284522573,1.2525019351351847,1.351208467699146,0.7888688605533469,1.0202219731192945,53.5634661988661,1.235916959902797
2000-12-08,43.480348299438326,46.66451522035679,43.04115286207026,45.511627197265625,1720500,1720500,16636500,-0.2036637136149123,61.678441978997576,0.10657960301785806,1.5605556834524525,1.498099620794894,1.4485407430834805,0.7963362863850877,1.0432299851479772,54.46029683572499,1.368977351330615
2000-12-11,45.34692357204579,48.53109011826692,44.02933741498877,47.433101654052734,1537300,1537300,18173800,-0.19295148856610633,63.112241823736724,0.10519560392784882,2.1463143385137298,1.2769969431153643,1.4930527429582736,0.8070485114338937,1.067369382557364,55.42153909896898,1.4869717536895084
